cidade;film_id;title;total_alugueis
Emeishan;502;KNOCK WARLOCK;1
Kolpino;190;CREEPERS KANE;1
Effon-Alaiye;79;BLADE POLISH;1
Bhusawal;402;HARPER DYING;1
San Miguel de Tucumn;111;CADDYSHACK JEDI;1
Brockton;999;ZOOLANDER FICTION;1
Brest;210;DARKO DORADO;1
Kowloon and New Kowloon;486;JET NEIGHBORS;1
Adoni;828;SPIKING ELEMENT;1
Amroha;922;UNDEFEATED DALMATIONS;1
Cuautla;368;GONE TROUBLE;1
Pyongyang;650;PACIFIC AMISTAD;1
Surakarta;921;UNCUT SUICIDES;1
Urawa;960;WARS PLUTO;1
Ezeiza;286;ENOUGH RAGING;1
Imus;508;LAMBS CINCINATTI;1
Luzinia;949;VOLCANO TEXAS;1
Erlangen;609;MUSCLE BRIGHT;1
Tiefa;169;COMFORTS RUSH;1
Kamakura;527;LOLA AGENT;1
San Lorenzo;193;CROSSROADS CASUALTIES;1
Katihar;138;CHARIOTS CONSPIRACY;1
Usak;94;BRAVEHEART HUMAN;1
Tsaotun;569;MENAGERIE RUSHMORE;1
Santa F;872;SWEET BROTHERHOOD;1
Ziguinchor;923;UNFAITHFUL KILL;1
Soshanguve;49;BADMAN DAWN;1
Acua;508;LAMBS CINCINATTI;1
Jastrzebie-Zdrj;723;REIGN GENTLEMEN;1
Kaliningrad;275;EGYPT TENENBAUMS;1
Hagonoy;223;DESIRE ALIEN;1
Denizli;863;SUN CONFESSIONS;1
Atinsk;748;RUGRATS SHAKESPEARE;1
Kitwe;859;SUGAR WONKA;1
Ivanovo;320;FLAMINGOS CONNECTICUT;1
Emmen;912;TROJAN TOMORROW;1
Papeete;989;WORKING MICROCOSMOS;1
Southampton;717;REAR TRADING;1
Graz;55;BARBARELLA STREETCAR;1
Najafabad;596;MOONSHINE CABIN;1
Hsichuh;232;DIRTY ACE;1
Ogbomosho;763;SATISFACTION CONFIDENTIAL;1
Mandaluyong;648;OUTLAW HANKY;1
Banjul;184;CORE SUIT;1
Tanza;175;CONFUSED CANDLES;1
Sanaa;180;CONSPIRACY SPIRIT;1
Sasebo;539;LUCK OPUS;1
Yaound;275;EGYPT TENENBAUMS;1
Probolinggo;200;CURTAIN VIDEOTAPE;1
Kanchrapara;341;FROST HEAD;1
Toulouse;628;NORTHWEST POLISH;1
Kumbakonam;486;JET NEIGHBORS;1
La Plata;117;CANDLES GRAPES;1
Zaria;784;SHANGHAI TYCOON;1
Balikesir;752;RUNNER MADIGAN;1
Sokoto;287;ENTRAPMENT SATISFACTION;1
Daxian;942;VIETNAM SMOOCHY;1
Allende;233;DISCIPLE MOTHER;1
Salinas;870;SWARM GOLD;1
guas Lindas de Gois;200;CURTAIN VIDEOTAPE;1
al-Hawiya;930;VACATION BOONDOCK;1
Gandhinagar;55;BARBARELLA STREETCAR;1
Battambang;244;DORADO NOTTING;1
Nyeri;938;VELVET TERMINATOR;1
Kaduna;206;DANCING FEVER;1
Ahmadnagar;247;DOWNHILL ENOUGH;1
Akron;416;HIGHBALL POTTER;1
Caracas;916;TURN STAR;1
Dadu;203;DAISY MENAGERIE;1
Charlotte Amalie;1;ACADEMY DINOSAUR;1
Laredo;841;STAR OPERATION;1
Tafuna;6;AGENT TRUMAN;1
Parbhani;788;SHIP WONDERLAND;1
Naju;626;NOON PAPI;1
Effon-Alaiye;836;SQUAD FISH;1
Trshavn;644;OSCAR GOLD;1
San Bernardino;637;OPEN AFRICAN;1
Zapopan;201;CYCLONE FAMILY;1
Leshan;228;DETECTIVE VISION;1
Bhilwara;869;SUSPECTS QUILLS;1
Salala;25;ANGELS LIFE;1
Stara Zagora;554;MALKOVICH PET;1
Imus;334;FREDDY STORM;1
Changzhou;84;BOILED DARES;1
Tianjin;153;CITIZEN SHREK;1
Lengshuijiang;141;CHICAGO NORTH;1
Kalisz;720;REDEMPTION COMFORTS;1
Tychy;153;CITIZEN SHREK;1
Ambattur;244;DORADO NOTTING;1
Hiroshima;910;TREATMENT JEKYLL;1
Qinhuangdao;118;CANYON STOCK;1
Junan;891;TIMBERLAND SKY;1
Balaiha;638;OPERATION OPERATION;1
Ciudad del Este;78;BLACKOUT PRIVATE;1
Higashiosaka;625;NONE SPIKING;1
Bhimavaram;694;PREJUDICE OLEANDER;1
Valencia;676;PHILADELPHIA WIFE;1
Apeldoorn;208;DARES PLUTO;1
Citt del Vaticano;277;ELEPHANT TROJAN;1
Esfahan;563;MASSACRE USUAL;1
Gijn;670;PELICAN COMFORTS;1
Valle de la Pascua;560;MARS ROMAN;1
Binzhou;241;DONNIE ALLEY;1
Taizz;31;APACHE DIVINE;1
Tete;45;ATTRACTION NEWTON;1
Amroha;158;CLONES PINOCCHIO;1
Aurora;191;CROOKED FROGMEN;1
Xintai;101;BROTHERHOOD BLANKET;1
Korla;427;HOMEWARD CIDER;1
Satna;724;REMEMBER DIARY;1
Ponce;779;SENSE GREEK;1
Funafuti;117;CANDLES GRAPES;1
Lincoln;367;GOLDMINE TYCOON;1
Ambattur;588;MODEL FISH;1
Mosul;429;HONEY TIES;1
Uruapan;347;GAMES BOWFINGER;1
Oshawa;416;HIGHBALL POTTER;1
Nabereznyje Telny;473;JACKET FRISCO;1
Dadu;383;GROOVE FICTION;1
Sterling Heights;805;SLEEPLESS MONSOON;1
Sogamoso;566;MAUDE MOD;1
Valparai;989;WORKING MICROCOSMOS;1
Sasebo;316;FIRE WOLVES;1
Kamakura;840;STAMPEDE DISTURBING;1
Springs;816;SNOWMAN ROLLERCOASTER;1
Tegal;697;PRIMARY GLASS;1
Palghat (Palakkad);891;TIMBERLAND SKY;1
Bern;434;HORROR REIGN;1
Jining;418;HOBBIT ALIEN;1
Lungtan;849;STORM HAPPINESS;1
Jastrzebie-Zdrj;300;FALCON VOLUME;1
Allappuzha (Alleppey);341;FROST HEAD;1
Springs;37;ARIZONA BANG;1
Shimonoseki;468;INVASION CYCLONE;1
Novi Sad;831;SPIRITED CASUALTIES;1
Dallas;725;REQUIEM TYCOON;1
Fukuyama;882;TENENBAUMS COMMAND;1
Mit Ghamr;151;CINCINATTI WHISPERER;1
Pontianak;662;PATHS CONTROL;1
Okayama;100;BROOKLYN DESERT;1
Liepaja;902;TRADING PINOCCHIO;1
Jinzhou;740;ROLLERCOASTER BRINGING;1
Lima;631;NOVOCAINE FLIGHT;1
Bhimavaram;882;TENENBAUMS COMMAND;1
Adana;672;PERFECT GROOVE;1
Owo;367;GOLDMINE TYCOON;1
Ciudad del Este;388;GUNFIGHT MOON;1
Ozamis;838;STAGECOACH ARMAGEDDON;1
Qinhuangdao;973;WIFE TURN;1
Songkhla;971;WHALE BIKINI;1
Blumenau;892;TITANIC BOONDOCK;1
Botshabelo;265;DYING MAKER;1
Okara;504;KWAI HOMEWARD;1
Cheju;399;HAPPINESS UNITED;1
Shimonoseki;22;AMISTAD MIDSUMMER;1
Jinchang;730;RIDGEMONT SUBMARINE;1
Jakarta;117;CANDLES GRAPES;1
Najafabad;853;STRANGER STRANGERS;1
Hodeida;785;SHAWSHANK BUBBLE;1
Coatzacoalcos;442;HUNTING MUSKETEERS;1
Pak Kret;687;POCUS PULP;1
Parbhani;213;DATE SPEED;1
Dayton;689;POLLOCK DELIVERANCE;1
Jhansi;127;CAT CONEHEADS;1
Moscow;702;PULP BEVERLY;1
Bern;70;BIKINI BORROWERS;1
Dadu;449;IDENTITY LOVER;1
Etawah;509;LANGUAGE COWBOY;1
Maikop;517;LESSON CLEOPATRA;1
Mit Ghamr;99;BRINGING HYSTERICAL;1
Novoterkassk;956;WANDA CHAMBER;1
Braslia;177;CONNECTICUT TRAMP;1
Baiyin;819;SONG HEDWIG;1
Amroha;228;DETECTIVE VISION;1
San Felipe de Puerto Plata;933;VAMPIRE WHALE;1
Xiangfan;96;BREAKING HOME;1
Trshavn;272;EDGE KISSING;1
Sucre;679;PILOT HOOSIERS;1
Augusta-Richmond County;476;JASON TRAP;1
Balurghat;765;SATURN NAME;1
Salamanca;863;SUN CONFESSIONS;1
Lhokseumawe;255;DRIVING POLISH;1
Carmen;31;APACHE DIVINE;1
Brest;957;WAR NOTTING;1
Usak;563;MASSACRE USUAL;1
Celaya;284;ENEMY ODDS;1
Usak;127;CAT CONEHEADS;1
Luzinia;356;GIANT TROOPERS;1
Boa Vista;239;DOGMA FAMILY;1
Kalisz;351;GASLIGHT CRUSADE;1
Addis Abeba;970;WESTWARD SEABISCUIT;1
Donostia-San Sebastin;356;GIANT TROOPERS;1
Addis Abeba;59;BEAR GRACELAND;1
Tieli;646;OUTBREAK DIVINE;1
Shaoguan;302;FANTASIA PARK;1
Bijapur;408;HEAD STRANGER;1
Bhusawal;946;VIRTUAL SPOILERS;1
Springs;77;BIRDS PERDITION;1
Shikarpur;754;RUSHMORE MERMAID;1
San Lorenzo;276;ELEMENT FREDDY;1
Brockton;385;GROUNDHOG UNCUT;1
Cape Coral;262;DUMBO LUST;1
Yuzhou;651;PACKER MADIGAN;1
Aden;40;ARMY FLINTSTONES;1
Fontana;123;CASABLANCA SUPER;1
Tama;281;ENCINO ELF;1
Serpuhov;683;PITY BOUND;1
Erlangen;179;CONQUERER NUTS;1
Hsichuh;244;DORADO NOTTING;1
Nador;200;CURTAIN VIDEOTAPE;1
Ife;191;CROOKED FROGMEN;1
Funafuti;181;CONTACT ANONYMOUS;1
Bhopal;875;TALENTED HOMICIDE;1
El Alto;298;EYES DRIVING;1
Nuuk;976;WIND PHANTOM;1
Liepaja;804;SLEEPING SUSPECTS;1
Huaian;902;TRADING PINOCCHIO;1
Paarl;945;VIRGINIAN PLUTO;1
Emmen;745;ROSES TREASURE;1
Nakhon Sawan;307;FELLOWSHIP AUTUMN;1
Dzerzinsk;938;VELVET TERMINATOR;1
Lengshuijiang;618;NECKLACE OUTBREAK;1
Bandar Seri Begawan;577;MILE MULAN;1
Kragujevac;631;NOVOCAINE FLIGHT;1
Ambattur;403;HARRY IDAHO;1
Hodeida;73;BINGO TALENTED;1
Dos Quebradas;211;DARLING BREAKING;1
Xiangtan;412;HEAVYWEIGHTS BEAST;1
Adana;95;BREAKFAST GOLDFINGER;1
Shubra al-Khayma;969;WEST LION;1
Nanyang;562;MASKED BUBBLE;1
Tychy;982;WOMEN DORADO;1
Dhule (Dhulia);805;SLEEPLESS MONSOON;1
Dallas;80;BLANKET BEVERLY;1
Kanazawa;857;STRICTLY SCARFACE;1
Sunnyvale;40;ARMY FLINTSTONES;1
Namibe;611;MUSKETEERS WAIT;1
Olomouc;506;LADY STAGE;1
Arak;568;MEMENTO ZOOLANDER;1
Witten;634;ODDS BOOGIE;1
Namibe;378;GREATEST NORTH;1
Duisburg;452;ILLUSION AMELIE;1
Sullana;333;FREAKY POCUS;1
Kamarhati;139;CHASING FIGHT;1
Baha Blanca;286;ENOUGH RAGING;1
Kitwe;880;TELEMARK HEARTBREAKERS;1
Jhansi;235;DIVIDE MONSTER;1
Ruse;532;LOSER HUSTLER;1
Matsue;596;MOONSHINE CABIN;1
London;941;VIDEOTAPE ARSENIC;1
Tangail;113;CALIFORNIA BIRDS;1
Serpuhov;90;BOULEVARD MOB;1
Baiyin;319;FISH OPUS;1
Yinchuan;527;LOLA AGENT;1
Vijayawada;525;LOATHING LEGALLY;1
Yaound;574;MIDNIGHT WESTWARD;1
Dos Quebradas;823;SOUTH WAIT;1
Linz;977;WINDOW SIDE;1
Acua;110;CABIN FLASH;1
So Bernardo do Campo;274;EGG IGBY;1
Valencia;291;EVOLUTION ALTER;1
Augusta-Richmond County;782;SHAKESPEARE SADDLE;1
Fuyu;919;TYCOON GATHERING;1
Lincoln;436;HOURS RAGE;1
Enshi;739;ROCKY WAR;1
York;320;FLAMINGOS CONNECTICUT;1
Sanya;126;CASUALTIES ENCINO;1
Zaoyang;775;SEATTLE EXPECATIONS;1
Sunnyvale;193;CROSSROADS CASUALTIES;1
Dundee;101;BROTHERHOOD BLANKET;1
Papeete;759;SALUTE APOLLO;1
Belm;525;LOATHING LEGALLY;1
Uruapan;245;DOUBLE WRATH;1
A Corua (La Corua);721;REDS POCUS;1
Xiangtan;838;STAGECOACH ARMAGEDDON;1
Celaya;1;ACADEMY DINOSAUR;1
Coquimbo;872;SWEET BROTHERHOOD;1
Sirjan;432;HOPE TOOTSIE;1
Dhaka;270;EARTH VISION;1
Sungai Petani;286;ENOUGH RAGING;1
Ciomas;927;UPRISING UPTOWN;1
s-Hertogenbosch;949;VOLCANO TEXAS;1
Sousse;424;HOLOCAUST HIGHBALL;1
s-Hertogenbosch;917;TUXEDO MILE;1
Enshi;936;VANISHING ROCKY;1
Alvorada;535;LOVE SUICIDES;1
Mysore;599;MOTHER OLEANDER;1
Bislig;727;RESURRECTION SILVERADO;1
Omdurman;575;MIDSUMMER GROUNDHOG;1
Okayama;556;MALTESE HOPE;1
El Alto;99;BRINGING HYSTERICAL;1
guas Lindas de Gois;845;STEPMOM DREAM;1
Phnom Penh;589;MODERN DORADO;1
Halisahar;643;ORIENT CLOSER;1
Rockford;771;SCORPION APOLLO;1
Batman;573;MICROCOSMOS PARADISE;1
Shaoguan;771;SCORPION APOLLO;1
Belm;488;JOON NORTHWEST;1
Baha Blanca;112;CALENDAR GUNFIGHT;1
Dos Quebradas;21;AMERICAN CIRCUS;1
Tonghae;936;VANISHING ROCKY;1
Richmond Hill;723;REIGN GENTLEMEN;1
Botshabelo;696;PRIDE ALAMO;1
Jinzhou;97;BRIDE INTRIGUE;1
al-Manama;138;CHARIOTS CONSPIRACY;1
Lubumbashi;220;DEER VIRGINIAN;1
Lungtan;242;DOOM DANCING;1
Garland;456;INCH JET;1
Tanshui;313;FIDELITY DEVIL;1
Pereira;851;STRAIGHT HOURS;1
Molodetno;210;DARKO DORADO;1
Joliet;620;NEMO CAMPUS;1
Sterling Heights;58;BEACH HEARTBREAKERS;1
Bat Yam;658;PARIS WEEKEND;1
Surakarta;467;INTRIGUE WORST;1
Soshanguve;311;FICTION CHRISTMAS;1
Araatuba;209;DARKNESS WAR;1
Baicheng;577;MILE MULAN;1
Kuching;240;DOLLS RAGE;1
Tegal;434;HORROR REIGN;1
Siliguri (Shiliguri);424;HOLOCAUST HIGHBALL;1
NDjamna;626;NOON PAPI;1
Brescia;330;FORRESTER COMANCHEROS;1
Kilis;470;ISHTAR ROCKETEER;1
Bucuresti;477;JAWBREAKER BROOKLYN;1
Yerevan;382;GRIT CLOCKWORK;1
Laredo;418;HOBBIT ALIEN;1
Bergamo;379;GREEDY ROOTS;1
Yuzhou;978;WISDOM WORKER;1
Hsichuh;892;TITANIC BOONDOCK;1
guas Lindas de Gois;234;DISTURBING SCARFACE;1
Sasebo;294;EXPECATIONS NATURAL;1
London;468;INVASION CYCLONE;1
Johannesburg;219;DEEP CRUSADE;1
Escobar;639;OPPOSITE NECKLACE;1
Santa Rosa;78;BLACKOUT PRIVATE;1
Fuyu;662;PATHS CONTROL;1
Kragujevac;491;JUMPING WRATH;1
Shanwei;300;FALCON VOLUME;1
Escobar;15;ALIEN CENTER;1
Gatineau;272;EDGE KISSING;1
Jurez;109;BUTTERFLY CHOCOLAT;1
Tianjin;891;TIMBERLAND SKY;1
Lubumbashi;894;TOMATOES HELLFIGHTERS;1
Qomsheh;673;PERSONAL LADYBUGS;1
Rampur;267;EAGLES PANKY;1
Lungtan;379;GREEDY ROOTS;1
Blumenau;971;WHALE BIKINI;1
Dundee;855;STREAK RIDGEMONT;1
Lubumbashi;504;KWAI HOMEWARD;1
Jining;19;AMADEUS HOLY;1
Mexicali;69;BEVERLY OUTLAW;1
Bhimavaram;241;DONNIE ALLEY;1
Ibirit;749;RULES HUMAN;1
Richmond Hill;397;HANKY OCTOBER;1
Saint Louis;963;WATCH TRACY;1
Berhampore (Baharampur);710;RAGE GAMES;1
Yangor;561;MASK PEACH;1
Rampur;536;LOVELY JINGLE;1
Chungho;658;PARIS WEEKEND;1
Tychy;837;STAGE WORLD;1
Po;343;FULL FLATLINERS;1
Ciudad del Este;685;PLATOON INSTINCT;1
Cam Ranh;479;JEDI BENEATH;1
Apeldoorn;434;HORROR REIGN;1
Plock;322;FLATLINERS KILLER;1
Nabereznyje Telny;502;KNOCK WARLOCK;1
Cam Ranh;990;WORLD LEATHERNECKS;1
Novoterkassk;766;SAVANNAH TOWN;1
Huejutla de Reyes;616;NATIONAL STORY;1
Chisinau;80;BLANKET BEVERLY;1
Myingyan;784;SHANGHAI TYCOON;1
Haldia;478;JAWS HARRY;1
Binzhou;63;BEDAZZLED MARRIED;1
Santa Brbara dOeste;566;MAUDE MOD;1
Vilnius;173;CONFESSIONS MAGUIRE;1
Vancouver;300;FALCON VOLUME;1
Zhoushan;613;MYSTIC TRUMAN;1
Korolev;566;MAUDE MOD;1
Southend-on-Sea;598;MOSQUITO ARMAGEDDON;1
Abu Dhabi;111;CADDYSHACK JEDI;1
Kalisz;32;APOCALYPSE FLAMINGOS;1
Kaliningrad;203;DAISY MENAGERIE;1
Bag;561;MASK PEACH;1
Tangail;249;DRACULA CRYSTAL;1
Shahr-e Kord;928;UPTOWN YOUNG;1
Duisburg;551;MAIDEN HOME;1
Graz;150;CIDER DESIRE;1
Szkesfehrvr;383;GROOVE FICTION;1
Tychy;533;LOST BIRD;1
Lengshuijiang;576;MIGHTY LUCK;1
Toulon;773;SEABISCUIT PUNK;1
Mwanza;293;EXORCIST STING;1
Daugavpils;637;OPEN AFRICAN;1
Satna;560;MARS ROMAN;1
Kragujevac;346;GALAXY SWEETHEARTS;1
Brest;539;LUCK OPUS;1
Changhwa;103;BUCKET BROTHERHOOD;1
Hiroshima;768;SCARFACE BANG;1
Syrakusa;437;HOUSE DYNAMITE;1
Stockport;616;NATIONAL STORY;1
Syrakusa;859;SUGAR WONKA;1
Zaria;337;FRIDA SLIPPER;1
Laiwu;937;VARSITY TRIP;1
Bergamo;985;WONDERLAND CHRISTMAS;1
Bellevue;500;KISS GLORY;1
Shimoga;626;NOON PAPI;1
Joliet;643;ORIENT CLOSER;1
Toulouse;394;HAMLET WISDOM;1
Fuyu;962;WASTELAND DIVINE;1
Gatineau;421;HOLIDAY GAMES;1
Pune;887;THIEF PELICAN;1
Tiefa;294;EXPECATIONS NATURAL;1
Addis Abeba;528;LOLITA WORLD;1
Koriyama;426;HOME PITY;1
Mwanza;369;GOODFELLAS SALUTE;1
Tuguegarao;670;PELICAN COMFORTS;1
Pontianak;772;SEA VIRGIN;1
Rockford;272;EDGE KISSING;1
London;272;EDGE KISSING;1
Johannesburg;735;ROBBERS JOON;1
Esfahan;838;STAGECOACH ARMAGEDDON;1
Papeete;523;LIGHTS DEER;1
Halisahar;182;CONTROL ANTHEM;1
Fontana;345;GABLES METROPOLIS;1
Ziguinchor;824;SPARTACUS CHEAPER;1
La Plata;753;RUSH GOODFELLAS;1
Smolensk;878;TEEN APOLLO;1
Huixquilucan;734;ROAD ROXANNE;1
Jaffna;236;DIVINE RESURRECTION;1
Maring;285;ENGLISH BULWORTH;1
Gaziantep;869;SUSPECTS QUILLS;1
Plock;937;VARSITY TRIP;1
Mwene-Ditu;931;VALENTINE VANISHING;1
Fuyu;376;GRAPES FURY;1
Fengshan;23;ANACONDA CONFESSIONS;1
Tel Aviv-Jaffa;305;FATAL HAUNTED;1
Citrus Heights;942;VIETNAM SMOOCHY;1
Yangor;174;CONFIDENTIAL INTERVIEW;1
Taguig;681;PIRATES ROXANNE;1
Nam Dinh;134;CHAMPION FLATLINERS;1
Sincelejo;378;GREATEST NORTH;1
El Alto;131;CENTER DINOSAUR;1
Isesaki;868;SUPERFLY TRIP;1
So Leopoldo;382;GRIT CLOCKWORK;1
Osmaniye;823;SOUTH WAIT;1
Sultanbeyli;349;GANGS PRIDE;1
Mannheim;812;SMOKING BARBARELLA;1
Tandil;282;ENCOUNTERS CURTAIN;1
Surakarta;248;DOZEN LION;1
Beira;486;JET NEIGHBORS;1
Teboksary;940;VICTORY ACADEMY;1
Kakamigahara;546;MADRE GABLES;1
Pingxiang;458;INDIAN LOVE;1
Benguela;99;BRINGING HYSTERICAL;1
Uijongbu;39;ARMAGEDDON LOST;1
Halle/Saale;427;HOMEWARD CIDER;1
Tambaram;501;KISSING DOLLS;1
Naju;425;HOLY TADPOLE;1
Uluberia;529;LONELY ELEPHANT;1
Jamalpur;620;NEMO CAMPUS;1
Zeleznogorsk;976;WIND PHANTOM;1
Qomsheh;333;FREAKY POCUS;1
Okayama;406;HAUNTING PIANIST;1
Soshanguve;675;PHANTOM GLORY;1
Bradford;811;SMILE EARRING;1
Abu Dhabi;751;RUNAWAY TENENBAUMS;1
Yuncheng;717;REAR TRADING;1
Siliguri (Shiliguri);857;STRICTLY SCARFACE;1
Quilmes;58;BEACH HEARTBREAKERS;1
Lancaster;820;SONS INTERVIEW;1
Tama;542;LUST LOCK;1
Yinchuan;938;VELVET TERMINATOR;1
Changhwa;545;MADNESS ATTACKS;1
Rizhao;304;FARGO GANDHI;1
guas Lindas de Gois;80;BLANKET BEVERLY;1
Dadu;687;POCUS PULP;1
El Monte;737;ROCK INSTINCT;1
Weifang;407;HAWK CHILL;1
Valparai;571;METAL ARMAGEDDON;1
Sagamihara;302;FANTASIA PARK;1
Alessandria;745;ROSES TREASURE;1
Shaoguan;554;MALKOVICH PET;1
Haiphong;328;FOREVER CANDIDATE;1
Baybay;462;INSIDER ARIZONA;1
Bradford;397;HANKY OCTOBER;1
Balurghat;775;SEATTLE EXPECATIONS;1
Valle de Santiago;206;DANCING FEVER;1
Probolinggo;861;SUIT WALLS;1
Carmen;453;IMAGE PRINCESS;1
Sultanbeyli;716;REAP UNFAITHFUL;1
Ziguinchor;925;UNITED PILOT;1
Smolensk;632;NUTS TIES;1
Uruapan;77;BIRDS PERDITION;1
Dongying;360;GLASS DYING;1
Purwakarta;976;WIND PHANTOM;1
Amersfoort;771;SCORPION APOLLO;1
Arecibo;649;OZ LIAISONS;1
Funafuti;374;GRAFFITI LOVE;1
Tongliao;368;GONE TROUBLE;1
Nantou;896;TOOTSIE PILOT;1
Katihar;521;LIES TREATMENT;1
Haiphong;825;SPEAKEASY DATE;1
Citrus Heights;199;CUPBOARD SINNERS;1
Sultanbeyli;235;DIVIDE MONSTER;1
Aparecida de Goinia;914;TROUBLE DATE;1
Kansas City;563;MASSACRE USUAL;1
Tabuk;899;TOWERS HURRICANE;1
Crdoba;864;SUNDANCE INVASION;1
Firozabad;571;METAL ARMAGEDDON;1
Robamba;109;BUTTERFLY CHOCOLAT;1
Halle/Saale;319;FISH OPUS;1
Ezeiza;610;MUSIC BOONDOCK;1
Skikda;298;EYES DRIVING;1
Jhansi;785;SHAWSHANK BUBBLE;1
Dos Quebradas;291;EVOLUTION ALTER;1
Tongliao;907;TRANSLATION SUMMER;1
Robamba;164;COAST RAINBOW;1
Yantai;51;BALLOON HOMEWARD;1
Daxian;101;BROTHERHOOD BLANKET;1
Changhwa;416;HIGHBALL POTTER;1
Soshanguve;2;ACE GOLDFINGER;1
Baha Blanca;434;HORROR REIGN;1
Antofagasta;80;BLANKET BEVERLY;1
Patras;882;TENENBAUMS COMMAND;1
Datong;879;TELEGRAPH VOYAGE;1
Bhimavaram;863;SUN CONFESSIONS;1
Konotop;946;VIRTUAL SPOILERS;1
Valparai;372;GRACELAND DYNAMITE;1
Roanoke;98;BRIGHT ENCOUNTERS;1
Bijapur;465;INTERVIEW LIAISONS;1
Salzburg;491;JUMPING WRATH;1
Tabora;737;ROCK INSTINCT;1
Pemalang;309;FEUD FROGMEN;1
Juazeiro do Norte;967;WEEKEND PERSONAL;1
Leshan;420;HOLES BRANNIGAN;1
Kakamigahara;785;SHAWSHANK BUBBLE;1
Mardan;841;STAR OPERATION;1
Avellaneda;4;AFFAIR PREJUDICE;1
Lipetsk;117;CANDLES GRAPES;1
Maracabo;45;ATTRACTION NEWTON;1
Moscow;243;DOORS PRESIDENT;1
Iwatsuki;776;SECRET GROUNDHOG;1
al-Ayn;579;MINDS TRUMAN;1
Fuyu;213;DATE SPEED;1
Syrakusa;911;TRIP NEWTON;1
Peoria;471;ISLAND EXORCIST;1
Garland;22;AMISTAD MIDSUMMER;1
Athenai;86;BOOGIE AMELIE;1
Usak;22;AMISTAD MIDSUMMER;1
Iligan;346;GALAXY SWEETHEARTS;1
Emeishan;230;DIARY PANIC;1
Ktahya;296;EXPRESS LONELY;1
Gaziantep;727;RESURRECTION SILVERADO;1
Tiefa;964;WATERFRONT DELIVERANCE;1
Karnal;407;HAWK CHILL;1
Kursk;62;BED HIGHBALL;1
Kitwe;467;INTRIGUE WORST;1
Gatineau;912;TROJAN TOMORROW;1
Kolpino;1000;ZORRO ARK;1
Kumbakonam;2;ACE GOLDFINGER;1
Poos de Caldas;832;SPLASH GUMP;1
ostka;487;JINGLE SAGEBRUSH;1
Changzhou;655;PANTHER REDS;1
Hodeida;50;BAKED CLEOPATRA;1
Saint Louis;677;PIANIST OUTFIELD;1
Hohhot;944;VIRGIN DAISY;1
Pemalang;329;FORREST SONS;1
Saint Louis;949;VOLCANO TEXAS;1
Trshavn;304;FARGO GANDHI;1
Yinchuan;284;ENEMY ODDS;1
San Juan Bautista Tuxtepec;273;EFFECT GLADIATOR;1
Matsue;35;ARACHNOPHOBIA ROLLERCOASTER;1
Batna;103;BUCKET BROTHERHOOD;1
Duisburg;167;COMA HEAD;1
San Felipe de Puerto Plata;463;INSTINCT AIRPORT;1
Saarbrcken;164;COAST RAINBOW;1
Yantai;887;THIEF PELICAN;1
Jedda;292;EXCITEMENT EVE;1
Nuuk;99;BRINGING HYSTERICAL;1
Sungai Petani;838;STAGECOACH ARMAGEDDON;1
Apeldoorn;172;CONEHEADS SMOOCHY;1
Angra dos Reis;895;TOMORROW HUSTLER;1
Gingoog;131;CENTER DINOSAUR;1
Probolinggo;416;HIGHBALL POTTER;1
Tonghae;958;WARDROBE PHANTOM;1
Shenzhen;74;BIRCH ANTITRUST;1
Bayugan;715;RANGE MOONWALKER;1
Santo Andr;958;WARDROBE PHANTOM;1
Eskisehir;700;PRIX UNDEFEATED;1
Palghat (Palakkad);354;GHOST GROUNDHOG;1
Effon-Alaiye;798;SILVERADO GOLDFINGER;1
Garland;493;KANE EXORCIST;1
Tongliao;65;BEHAVIOR RUNAWAY;1
Springs;360;GLASS DYING;1
Iwakuni;388;GUNFIGHT MOON;1
Lubumbashi;7;AIRPLANE SIERRA;1
San Miguel de Tucumn;412;HEAVYWEIGHTS BEAST;1
Akishima;555;MALLRATS UNITED;1
Duisburg;320;FLAMINGOS CONNECTICUT;1
Tabriz;564;MASSAGE IMAGE;1
So Bernardo do Campo;79;BLADE POLISH;1
Czestochowa;667;PEACH INNOCENT;1
Mahajanga;534;LOUISIANA HARRY;1
Vila Velha;202;DADDY PITTSBURGH;1
Callao;809;SLIPPER FIDELITY;1
Botosani;839;STALLION SUNDANCE;1
Probolinggo;37;ARIZONA BANG;1
Goinia;849;STORM HAPPINESS;1
Nukualofa;361;GLEAMING JAWBREAKER;1
Ife;944;VIRGIN DAISY;1
Pjatigorsk;464;INTENTIONS EMPIRE;1
Blumenau;181;CONTACT ANONYMOUS;1
Vicente Lpez;427;HOMEWARD CIDER;1
Atinsk;209;DARKNESS WAR;1
Gaziantep;544;MADISON TRAP;1
Tsuyama;775;SEATTLE EXPECATIONS;1
Sharja;29;ANTITRUST TOMATOES;1
Miyakonojo;70;BIKINI BORROWERS;1
Santa Brbara dOeste;330;FORRESTER COMANCHEROS;1
Taguig;426;HOME PITY;1
Chandrapur;776;SECRET GROUNDHOG;1
Ogbomosho;982;WOMEN DORADO;1
Cuauhtmoc;69;BEVERLY OUTLAW;1
Robamba;429;HONEY TIES;1
Izumisano;122;CARRIE BUNCH;1
Boksburg;506;LADY STAGE;1
Huaian;875;TALENTED HOMICIDE;1
Jelets;725;REQUIEM TYCOON;1
