cidade;pais_code;estado_code;estado
Reynosa;MX;28;Tamaulipas
Reyes Etla;MX;20;Oaxaca
La Resurrección;MX;21;Puebla
El Remolino;MX;30;Veracruz
El Refugio;MX;13;Hidalgo
Reforma de Pineda;MX;20;Oaxaca
Reforma;MX;05;Chiapas
Rayón;MX;24;San Luis Potosí
Rayón;MX;05;Chiapas
Raymundo Enríquez;MX;05;Chiapas
Cantón Rancho Nuevo;MX;05;Chiapas
Ramón F. Balboa;MX;05;Chiapas
Rafael Lucio;MX;30;Veracruz
Grajales;MX;21;Puebla
Rafael J. García;MX;21;Puebla
Rafael Delgado;MX;30;Veracruz
Rodulfo Figueroa;MX;05;Chiapas
Quintero;MX;28;Tamaulipas
Quintana Roo;MX;31;Yucatán
Santa Catalina Quieri;MX;20;Oaxaca
Santa María Quiegolani;MX;20;Oaxaca
Santiago Quiavicuzas;MX;20;Oaxaca
Quiamoloapan;MX;30;Veracruz
Emancipación Quetzalapa;MX;21;Puebla
Quetzalapa;MX;12;Guerrero
Quechultenango;MX;12;Guerrero
Quechulac;MX;21;Puebla
Quecholac;MX;21;Puebla
Quebrantadero;MX;17;Morelos
Puxcatán;MX;27;Tabasco
Putla Villa de Guerrero;MX;20;Oaxaca
Pustunich;MX;31;Yucatán
Purísima de Arista;MX;22;Querétaro
San Juan Volador;MX;30;Veracruz
Puerto Madero;MX;05;Chiapas
Puerto Escondido;MX;20;Oaxaca
Puerto Ángel;MX;20;Oaxaca
Puerta de Palmillas;MX;22;Querétaro
Puente de Ixtla;MX;17;Morelos
Pueblo Nuevo;MX;05;Chiapas
Pueblo Nuevo;MX;19;Nuevo León
Pueblo Nuevo;MX;15;México
Pueblo Nuevo;MX;15;México
Santa Cruz Pueblo Nuevo;MX;15;México
Pueblillo;MX;30;Veracruz
Puebla;MX;21;Puebla
Pucté;MX;23;Quintana Roo
Progreso de Zaragoza;MX;30;Veracruz
Progreso de Alvaro Obregon;MX;13;Hidalgo
Progreso;MX;31;Yucatán
Progreso Industrial;MX;15;México
Progreso;MX;21;Puebla
Primero de Mayo;MX;30;Veracruz
Presidio;MX;30;Veracruz
Pozuelos;MX;13;Hidalgo
Poza Rica de Hidalgo;MX;30;Veracruz
Potrero Viejo;MX;30;Veracruz
Potrero del Llano;MX;30;Veracruz
Potrerillo;MX;05;Chiapas
Portezuelo;MX;13;Hidalgo
Popola;MX;31;Yucatán
Pomuch;MX;04;Campeche
Polyuc;MX;23;Quintana Roo
Polotitlán de la Ilustración;MX;15;México
Pololcingo;MX;12;Guerrero
Polanco;MX;09;Mexico City
Pocboc;MX;04;Campeche
Pluma Hidalgo;MX;20;Oaxaca
Playa Vicente;MX;30;Veracruz
Playa del Carmen;MX;23;Quintana Roo
Platón Sánchez;MX;30;Veracruz
Los Plátanos;MX;05;Chiapas
Platanillo;MX;12;Guerrero
Plan de las Hayas;MX;30;Veracruz
Plan de Ayala;MX;05;Chiapas
Plan de Arroyos;MX;30;Veracruz
Pixoy;MX;31;Yucatán
Piste;MX;31;Yucatán
Pisaflores;MX;13;Hidalgo
Pinotepa de Don Luis;MX;20;Oaxaca
Pinal de Amoles;MX;22;Querétaro
Pijijiapan;MX;05;Chiapas
Piedras Negras;MX;30;Veracruz
Piedra Pinta;MX;30;Veracruz
Piedra Parada;MX;30;Veracruz
Piedra Labrada;MX;05;Chiapas
Zamora Pico de Oro;MX;05;Chiapas
Pichucalco;MX;05;Chiapas
Pich;MX;04;Campeche
Piaxtla;MX;21;Puebla
Peto;MX;31;Yucatán
Petlalcingo;MX;21;Puebla
Petaquillas;MX;12;Guerrero
Petalcingo;MX;05;Chiapas
Perote;MX;30;Veracruz
Perla de Acapulco;MX;05;Chiapas
Pencuyut;MX;31;Yucatán
Peñamiller;MX;22;Querétaro
Colonias Pedernales;MX;30;Veracruz
Paxtepec;MX;13;Hidalgo
Pavencul;MX;05;Chiapas
Patla;MX;21;Puebla
Pathé;MX;15;México
Paso Nacional;MX;21;Puebla
Paso Hondo;MX;05;Chiapas
Paso de Ovejas;MX;30;Veracruz
Paso del Toro;MX;30;Veracruz
Paso del Macho;MX;30;Veracruz
Paso del Correo;MX;30;Veracruz
Parás;MX;19;Nuevo León
Paraiso;MX;27;Tabasco
Papatlatla;MX;13;Hidalgo
Papantla de Olarte;MX;30;Veracruz
Santa Cruz Papalutla;MX;20;Oaxaca
Papalotla;MX;15;México
Papaloctipan;MX;21;Puebla
Pánuco;MX;30;Veracruz
Pantepec;MX;21;Puebla
Pantepec;MX;05;Chiapas
Panotla;MX;29;Tlaxcala
Panales;MX;13;Hidalgo
Panabá;MX;31;Yucatán
Palomas;MX;24;San Luis Potosí
Palomares;MX;20;Oaxaca
Palo Blanco;MX;12;Guerrero
Palo Bendito;MX;30;Veracruz
Nicolás Bravo;MX;28;Tamaulipas
Palmillas;MX;28;Tamaulipas
Palmillas;MX;22;Querétaro
Palmillas;MX;15;México
Palmillas;MX;12;Guerrero
Calichar Palma Sola;MX;30;Veracruz
Palmas de Abajo;MX;30;Veracruz
Palmarito Tochapan;MX;21;Puebla
El Palmar Grande;MX;05;Chiapas
Palmar de Bravo;MX;21;Puebla
Palizada;MX;04;Campeche
Palenque;MX;05;Chiapas
San Vicente Palapa;MX;12;Guerrero
Pajapan;MX;30;Veracruz
Pahuatlán de Valle;MX;21;Puebla
Pahuatlán;MX;13;Hidalgo
Pachuquilla;MX;13;Hidalgo
Pachuca de Soto;MX;13;Hidalgo
Pacho Viejo;MX;30;Veracruz
San Martín Pachivia (Pachivia);MX;12;Guerrero
Pachiquita;MX;13;Hidalgo
Pablo L. Sidar;MX;05;Chiapas
Ozumba de Alzate;MX;15;México
Ozuluama de Mascareñas;MX;30;Veracruz
Santo Domingo Ozolotepec;MX;20;Oaxaca
San Mateo Ozolco;MX;21;Puebla
Ozelonacaxtla;MX;21;Puebla
Oyameles de Hidalgo;MX;21;Puebla
Oxtotipac;MX;15;México
San Pablo Oztotepec;MX;09;Mexico City
Oxolotán;MX;27;Tabasco
Oxkutzkab;MX;31;Yucatán
Oxiacaque;MX;27;Tabasco
Oxcum;MX;31;Yucatán
Oxchuc;MX;05;Chiapas
Oviedo;MX;30;Veracruz
Otumba;MX;15;México
Oteapan;MX;30;Veracruz
Otatitlán;MX;30;Veracruz
Otates;MX;30;Veracruz
Ostuacán;MX;05;Chiapas
Oxtotitlán;MX;12;Guerrero
San Felipe Orizatlán;MX;13;Hidalgo
Orizabita;MX;13;Hidalgo
Orizaba;MX;30;Veracruz
Orilla del Monte;MX;30;Veracruz
Oriental;MX;21;Puebla
Opichén;MX;31;Yucatán
Once de Abril;MX;05;Chiapas
Omoa;MX;05;Chiapas
Omitlán de Juárez;MX;13;Hidalgo
Ometepec;MX;12;Guerrero
Omealca;MX;30;Veracruz
Oluta;MX;30;Veracruz
Olintla;MX;21;Puebla
Olinalá;MX;12;Guerrero
Olcuatitán;MX;27;Tabasco
Ohuilapam;MX;30;Veracruz
Ohuapan;MX;30;Veracruz
Ucum;MX;23;Quintana Roo
Ocuituco;MX;17;Morelos
Ocuilan de Arteaga;MX;15;México
Ocozocoautla de Espinosa;MX;05;Chiapas
Ocoyoacac;MX;15;México
Ocozotepec;MX;30;Veracruz
Ocotlán de Morelos;MX;20;Oaxaca
Ocotlán de Betancourt;MX;21;Puebla
San Francisco Ocotlán;MX;21;Puebla
Ocotlamanic;MX;21;Puebla
Santa María Magdalena Ocotitlán;MX;15;México
Ocotitlán;MX;30;Veracruz
Santo Domingo Ocotitlán;MX;17;Morelos
Venta de Ocotillos;MX;15;México
Ocotepec;MX;21;Puebla
Ocotepec;MX;05;Chiapas
Ocotal Chico;MX;30;Veracruz
Ocosingo;MX;05;Chiapas
Ocampo;MX;28;Tamaulipas
Oaxtepec;MX;17;Morelos
Oaxaca;MX;20;Oaxaca
Oacalco;MX;17;Morelos
Nunkiní;MX;04;Campeche
Osumacinta;MX;05;Chiapas
Nuevo San Juan Chamula;MX;05;Chiapas
Nuevo Progreso;MX;28;Tamaulipas
Nueva Villa de Padilla;MX;28;Tamaulipas
Nuevo Pacayal;MX;05;Chiapas
Nuevo Morelos;MX;28;Tamaulipas
Nuevo Laredo;MX;28;Tamaulipas
Nuevo Amatenango;MX;05;Chiapas
Pueblo Nuevo;MX;17;Morelos
Nueva Palestina;MX;05;Chiapas
Nueva Libertad;MX;05;Chiapas
Nueva Independencia;MX;05;Chiapas
Nueva Independencia;MX;05;Chiapas
Nueva Colombia;MX;05;Chiapas
Nueva Ciudad Guerrero;MX;28;Tamaulipas
Nueva América;MX;05;Chiapas
Paraiso Novillero;MX;30;Veracruz
Nopalucán;MX;21;Puebla
Nopaltepec;MX;30;Veracruz
Nopalapan;MX;30;Veracruz
Nopala de Villagran;MX;13;Hidalgo
Nolo;MX;31;Yucatán
Nogales;MX;30;Veracruz
Niltepec;MX;20;Oaxaca
Nicolás Ruiz;MX;05;Chiapas
Nicolás Romero;MX;15;México
Nicolás Bravo;MX;21;Puebla
Nicolás Bravo;MX;23;Quintana Roo
Netzahualcóyotl;MX;27;Tabasco
Nepopualco;MX;17;Morelos
Nepantla de Sor Juana Inés de la Cruz;MX;15;México
Nejapa de Madero;MX;20;Oaxaca
Necaxa;MX;21;Puebla
Nealtican;MX;21;Puebla
Nauzontla;MX;21;Puebla
Nautla;MX;30;Veracruz
Naupan;MX;21;Puebla
Naucalpan de Juárez;MX;15;México
Santa María Nativitas;MX;13;Hidalgo
Natívitas;MX;29;Tlaxcala
Naranjos;MX;30;Veracruz
Naranjal;MX;30;Veracruz
Naolinco de Victoria;MX;30;Veracruz
Nanchital de Lázaro Cárdenas del Río;MX;30;Veracruz
Ciudad de Nanacamilpa;MX;29;Tlaxcala
Nacajuca;MX;27;Tabasco
Muxupip;MX;31;Yucatán
Muna;MX;31;Yucatán
Multé;MX;27;Tabasco
Mozomboa;MX;30;Veracruz
Moyotepec;MX;17;Morelos
Moyos;MX;05;Chiapas
Motzorongo;MX;30;Veracruz
Motul;MX;31;Yucatán
Motozintla;MX;05;Chiapas
Motovatha;MX;13;Hidalgo
El Morro;MX;20;Oaxaca
Morelos Cañada;MX;21;Puebla
Moralillo;MX;30;Veracruz
Monterrey;MX;05;Chiapas
Monte Redondo;MX;05;Chiapas
Montemorelos;MX;19;Nuevo León
Montecristo;MX;05;Chiapas
Montecillos;MX;12;Guerrero
Montecillo;MX;15;México
La Laguna y Monte del Castillo;MX;30;Veracruz
Monte Blanco;MX;30;Veracruz
Monte Blanco;MX;30;Veracruz
Santiago Momoxpan;MX;21;Puebla
Moloacán;MX;30;Veracruz
Molas;MX;31;Yucatán
Molango;MX;13;Hidalgo
Mohoneras;MX;12;Guerrero
Mocochá;MX;31;Yucatán
Mochitlán;MX;12;Guerrero
Mixtla de Altamirano;MX;30;Veracruz
Santa María Mixtequilla;MX;20;Oaxaca
San Andrés Mixquic;MX;09;Mexico City
Mixquiapan;MX;30;Veracruz
Mixquiahuala de Juarez;MX;13;Hidalgo
Mixcum;MX;05;Chiapas
Misantla;MX;30;Veracruz
Miramar;MX;28;Tamaulipas
Miquihuana;MX;28;Tamaulipas
Minzapan;MX;30;Veracruz
Mineral del Monte;MX;13;Hidalgo
Minatitlán;MX;30;Veracruz
Milpa Alta;MX;09;Mexico City
Mier;MX;28;Tamaulipas
Michimaloya;MX;13;Hidalgo
Michac;MX;21;Puebla
Miahuatlán de Porfirio Díaz;MX;20;Oaxaca
Miahuatlán;MX;30;Veracruz
Miacatlán;MX;17;Morelos
Mezcala;MX;12;Guerrero
Mextepec;MX;15;México
Mexcalcuautla;MX;21;Puebla
Metztitlán;MX;13;Hidalgo
Mezquititlán;MX;13;Hidalgo
Metlatónoc;MX;12;Guerrero
Metlapa;MX;12;Guerrero
Metlaltoyuca;MX;21;Puebla
San Juan Metaltepec;MX;20;Oaxaca
Metepec;MX;13;Hidalgo
Metepec;MX;15;México
Metapa;MX;05;Chiapas
La Mesilla;MX;13;Hidalgo
Mérida;MX;31;Yucatán
Méndez;MX;28;Tamaulipas
Melchor Ocampo;MX;19;Nuevo León
Medias Aguas;MX;30;Veracruz
Medellín de Bravo;MX;30;Veracruz
Mecayapan;MX;30;Veracruz
Mecatlán;MX;13;Hidalgo
Mecatlán;MX;30;Veracruz
San Miguel Mecatepec;MX;30;Veracruz
Mecatepec;MX;27;Tabasco
Mecapalapa;MX;21;Puebla
Mazatlán Villa de Flores;MX;20;Oaxaca
Mazatlán;MX;12;Guerrero
Mazatepec;MX;21;Puebla
Mazatepec;MX;17;Morelos
Mazatecochco;MX;29;Tlaxcala
Mazatán;MX;05;Chiapas
Mazapa;MX;05;Chiapas
Mazapa;MX;29;Tlaxcala
Santa Ana Mayorazgo;MX;15;México
Mayapan;MX;31;Yucatán
Mayanalán;MX;12;Guerrero
Maxcanú;MX;31;Yucatán
Matzaco;MX;21;Puebla
Matlahuacales Aquiles Serdán;MX;21;Puebla
Matías Romero;MX;20;Oaxaca
Mata Tenatito (Casco Hacienda);MX;30;Veracruz
Heroica Matamoros;MX;28;Tamaulipas
Matamoros;MX;04;Campeche
Mata Loma;MX;30;Veracruz
Mazumiapam;MX;30;Veracruz
Martínez de la Torre;MX;30;Veracruz
Maitinez;MX;24;San Luis Potosí
Martinez;MX;24;San Luis Potosí
Marte R. Gómez;MX;05;Chiapas
Mariano Escobedo;MX;30;Veracruz
Maravilla Tenejapa;MX;05;Chiapas
Mapastepec;MX;05;Chiapas
Mapachapa;MX;30;Veracruz
Manuel Lazos;MX;05;Chiapas
Colonia Manuel González;MX;30;Veracruz
Ursulo Galván;MX;28;Tamaulipas
Reyes Mantecón;MX;20;Oaxaca
Manlio Fabio Altamirano;MX;30;Veracruz
Mani;MX;31;Yucatán
Mancuernas;MX;20;Oaxaca
Mamithi;MX;13;Hidalgo
Mama;MX;31;Yucatán
Maltrata;MX;30;Veracruz
Malinaltepec;MX;12;Guerrero
Malinalco;MX;15;México
Santa María Malacatepec;MX;21;Puebla
Mahuixtlan;MX;30;Veracruz
Maguey Blanco;MX;13;Hidalgo
Magdalena Tlacotepec;MX;20;Oaxaca
Magdalena Tequisistlán;MX;20;Oaxaca
Magdalena Teitipac;MX;20;Oaxaca
Magdalena Ocotlán;MX;20;Oaxaca
Magdalena Mixtepec;MX;20;Oaxaca
La Magdalena Tetela Morelos;MX;21;Puebla
Magdalena Jaltepec;MX;20;Oaxaca
Magdalena Cuayucatepec;MX;21;Puebla
La Magdalena Chichicaspa;MX;15;México
Magdalena Contreras;MX;09;Mexico City
Mafafas;MX;30;Veracruz
Macuspana;MX;27;Tabasco
Macultepec;MX;27;Tabasco
Mactún;MX;27;Tabasco
Luis Gil Pérez;MX;27;Tabasco
Los Romeros;MX;13;Hidalgo
Reyes Acozac;MX;15;México
Los Reyes Acatlixhuayán;MX;15;México
Los Reyes;MX;13;Hidalgo
Los Reyes;MX;15;México
Los Reyes Acaquilpan;MX;15;México
Los Reyes de Juárez;MX;21;Puebla
Los Reyes;MX;30;Veracruz
Los Ramones;MX;19;Nuevo León
Los Órganos de San Agustín;MX;12;Guerrero
Los Naranjos;MX;30;Veracruz
Los Molinos;MX;30;Veracruz
Los Lirios;MX;30;Veracruz
Los Ídolos;MX;30;Veracruz
Valle de Vázquez;MX;17;Morelos
Los Herreras;MX;19;Nuevo León
Los Guerra;MX;28;Tamaulipas
Los Cerritos;MX;30;Veracruz
Los Ángeles Tetela;MX;21;Puebla
Los Altos;MX;30;Veracruz
Almagres;MX;30;Veracruz
Los Aldamas;MX;19;Nuevo León
Lomas del Real;MX;28;Tamaulipas
Santa Rosa Loma Larga;MX;30;Veracruz
Loma Grande;MX;30;Veracruz
Loma de Sogotegoyo;MX;30;Veracruz
Las Lomas;MX;30;Veracruz
Loché;MX;31;Yucatán
Llera de Canales;MX;28;Tamaulipas
Llano de Enmedio;MX;30;Veracruz
Linares;MX;19;Nuevo León
Limones;MX;30;Veracruz
Héroes de Chapultepec;MX;05;Chiapas
Libre Unión;MX;31;Yucatán
Libres;MX;21;Puebla
Libertad Ventanas;MX;05;Chiapas
Lerma;MX;04;Campeche
Lerma de Villada;MX;15;México
Lerdo de Tejada;MX;30;Veracruz
Lepan;MX;31;Yucatán
Lázaro Cárdenas;MX;13;Hidalgo
Lázaro Cárdenas;MX;13;Hidalgo
Lázaro Cárdenas;MX;05;Chiapas
Lázaro Cárdenas;MX;05;Chiapas
Zacualpa;MX;05;Chiapas
La Victoria;MX;27;Tabasco
La Victoria;MX;30;Veracruz
La Ventosa;MX;20;Oaxaca
La Venta;MX;20;Oaxaca
La Trinitaria;MX;05;Chiapas
La Tortuga;MX;22;Querétaro
La Tinaja;MX;30;Veracruz
La Tigrilla;MX;05;Chiapas
Las Vigas de Ramírez;MX;30;Veracruz
Las Rosas;MX;05;Chiapas
Vegas de la Soledad y Soledad Dos;MX;30;Veracruz
Las Minas;MX;30;Veracruz
Las Mesas;MX;12;Guerrero
Las Margaritas;MX;05;Chiapas
Las Lomas;MX;21;Puebla
Las Lomas;MX;30;Veracruz
Las Higueras;MX;30;Veracruz
Las Delicias;MX;05;Chiapas
Cantón las Delicias;MX;05;Chiapas
Las Choapas;MX;30;Veracruz
Las Barrillas;MX;30;Veracruz
Sabaneta;MX;30;Veracruz
Larráinzar;MX;05;Chiapas
Reforma;MX;05;Chiapas
Congregación Reforma;MX;05;Chiapas
La Pesca;MX;28;Tamaulipas
La Perla;MX;30;Veracruz
La Pedrera;MX;28;Tamaulipas
La Palmilla;MX;30;Veracruz
La Orduña;MX;30;Veracruz
Nueva Morelia;MX;05;Chiapas
Landero y Coss;MX;30;Veracruz
Landa de Matamoros;MX;22;Querétaro
Río Verde;MX;19;Nuevo León
La Misión;MX;28;Tamaulipas
La Magdalena Yancuitlalpan;MX;21;Puebla
Magdalena Atlicpac;MX;15;México
La Magdalena;MX;21;Puebla
La Loma;MX;13;Hidalgo
La Libertad;MX;28;Tamaulipas
La Libertad;MX;05;Chiapas
La Laja;MX;22;Querétaro
La Lagunilla;MX;13;Hidalgo
La Laguna;MX;13;Hidalgo
Gilberto Camacho;MX;21;Puebla
La Joya;MX;30;Veracruz
La Joya;MX;17;Morelos
La Isla;MX;30;Veracruz
Lagunillas;MX;24;San Luis Potosí
Lagunilla;MX;13;Hidalgo
Laguna del Cofre;MX;05;Chiapas
Laguna de Farfán;MX;30;Veracruz
Laguna Chica (Pueblo Nuevo);MX;30;Veracruz
La Guadalupe;MX;12;Guerrero
La Grandeza;MX;05;Chiapas
La Gloria;MX;30;Veracruz
La Estancia;MX;13;Hidalgo
La Estancia;MX;13;Hidalgo
La Esperanza;MX;12;Guerrero
La Defensa;MX;30;Veracruz
Santa Bárbara de La Cueva;MX;22;Querétaro
Santo Tomás la Concordia;MX;29;Tlaxcala
La Concordia;MX;05;Chiapas
La Concepción de los Baños;MX;15;México
La Concepción Coatipac (La Conchita);MX;15;México
La Concepción;MX;30;Veracruz
La Concepción;MX;12;Guerrero
La Sidra;MX;30;Veracruz
San Martín Lachila;MX;20;Oaxaca
Carboneras;MX;28;Tamaulipas
La Cañada;MX;21;Puebla
San Antonio de la Cal;MX;20;Oaxaca
Kopomá;MX;31;Yucatán
Komchén;MX;31;Yucatán
Kochol;MX;31;Yucatán
San Francisco Kobén;MX;04;Campeche
Kini;MX;31;Yucatán
Kinchil;MX;31;Yucatán
Kimbila;MX;31;Yucatán
Kaua;MX;31;Yucatán
Kantunil;MX;31;Yucatán
Kanasín;MX;31;Yucatán
Jumiltepec;MX;17;Morelos
Juchitepec;MX;15;México
Juchitán de Zaragoza;MX;20;Oaxaca
Juchique de Ferrer;MX;30;Veracruz
Colonia Juárez;MX;20;Oaxaca
Juan Sarabia;MX;23;Quintana Roo
Juan Marcos (San José Buenavista);MX;30;Veracruz
José Cardel;MX;30;Veracruz
Joquicingo;MX;15;México
Jopala;MX;21;Puebla
Jonuta;MX;27;Tabasco
Jonotla;MX;21;Puebla
Jonacatepec;MX;17;Morelos
Jonacapa;MX;13;Hidalgo
Jojutla;MX;17;Morelos
Jocotitlán;MX;15;México
Joaquín Miguel Gutiérrez;MX;05;Chiapas
Joachín;MX;30;Veracruz
Jiutepec;MX;17;Morelos
Jitotol;MX;05;Chiapas
Jiquipilco;MX;15;México
Jiquipilas;MX;05;Chiapas
Jilotzingo;MX;15;México
Jilotepec de Molina Enríquez;MX;15;México
Jilotepec;MX;30;Veracruz
Jicolapa;MX;21;Puebla
Jicayán de Tovar;MX;12;Guerrero
Jesús Carranza;MX;30;Veracruz
San Juan Bautista Jayacatlán;MX;20;Oaxaca
Jaumave;MX;28;Tamaulipas
Jantetelco;MX;17;Morelos
San Leoncio Jamaya;MX;30;Veracruz
Jamapa;MX;30;Veracruz
Jaltocan;MX;13;Hidalgo
Jáltipan de Morelos;MX;30;Veracruz
Jaltepec de Candayoc;MX;20;Oaxaca
Jaltepec;MX;13;Hidalgo
Jaltepec;MX;15;México
Jaltenco;MX;15;México
Jalpan;MX;22;Querétaro
Jalpa de Méndez;MX;27;Tabasco
Jalpa;MX;13;Hidalgo
Ex-hacienda de Xalpa;MX;15;México
Xalostoc;MX;17;Morelos
Jaleaca de Catalán;MX;12;Guerrero
Jalcomulco;MX;30;Veracruz
Xalatlaco;MX;15;México
Jalapilla;MX;30;Veracruz
Xalapa de Enríquez;MX;30;Veracruz
Jalacingo;MX;30;Veracruz
Jacala;MX;13;Hidalgo
Izúcar de Matamoros;MX;21;Puebla
1ra. Sección de Izapa;MX;05;Chiapas
Izamal;MX;31;Yucatán
Ixtolco de Morelos;MX;21;Puebla
Ixtlán de Juárez;MX;20;Oaxaca
Ixtlahuaca;MX;13;Hidalgo
Ixtlahuaca de Rayón;MX;15;México
Ixtepec;MX;20;Oaxaca
Santiago Ixtayutla;MX;20;Oaxaca
Ixtapangajoya;MX;05;Chiapas
Ixtapan de la Sal;MX;15;México
Ixtapaluca;MX;15;México
Iztapalapa;MX;09;Mexico City
Ixtapa;MX;05;Chiapas
Ixtaczoquitlán;MX;30;Veracruz
Ixtacomitán;MX;05;Chiapas
Ixtacamaxtitlán;MX;21;Puebla
Iztacalco;MX;09;Mexico City
Ixpila;MX;30;Veracruz
Ixmiquilpan;MX;13;Hidalgo
Santiago;MX;30;Veracruz
Ixhuapán;MX;30;Veracruz
Ixil;MX;31;Yucatán
Ixhuatlán de Madero;MX;30;Veracruz
Ixhuatlán del Café;MX;30;Veracruz
Ixhuatlancillo;MX;30;Veracruz
San Francisco Ixhuatan;MX;20;Oaxaca
Ixcatlán;MX;13;Hidalgo
Ixcatepec;MX;30;Veracruz
Ixcateopan de Cuauhtémoc;MX;12;Guerrero
Ixcateopan;MX;12;Guerrero
Ixcapuzalco;MX;12;Guerrero
Ixcapantla;MX;30;Veracruz
Ixcuinquitlapilco;MX;13;Hidalgo
Itzamatitlán;MX;17;Morelos
Iturbide;MX;19;Nuevo León
Iturbide;MX;04;Campeche
Isla Mujeres;MX;23;Quintana Roo
Isla Aguada;MX;04;Campeche
Ixhuatán;MX;05;Chiapas
Villa Independencia;MX;30;Veracruz
Iliatenco;MX;12;Guerrero
Ilamatlán;MX;30;Veracruz
Igualapa;MX;12;Guerrero
Iguala de la Independencia;MX;12;Guerrero
Ignacio Zaragoza;MX;05;Chiapas
Ignacio Zaragoza;MX;05;Chiapas
Ignacio López Rayón;MX;05;Chiapas
Ignacio de la Llave;MX;30;Veracruz
Paseos de Itzincab;MX;31;Yucatán
Hunuku;MX;31;Yucatán
Hunucmá;MX;31;Yucatán
Huixtla;MX;05;Chiapas
Huixtán;MX;05;Chiapas
Huixquilucan de Degollado;MX;15;México
Ciudad de Huitzuco;MX;12;Guerrero
San Pedro Huitzizilapan;MX;15;México
Santa Cruz Huitziltepec;MX;21;Puebla
Huitziltepec;MX;12;Guerrero
Huitzililla;MX;17;Morelos
Huitzilan;MX;21;Puebla
Huitzilac;MX;21;Puebla
Huitzilac;MX;17;Morelos
Huitzila;MX;13;Hidalgo
San Lucas Huitzilhuacán;MX;15;México
Huitzila;MX;30;Veracruz
Huitiupán;MX;05;Chiapas
Huitepec;MX;13;Hidalgo
San Antonio Huitepec;MX;20;Oaxaca
Huitchila;MX;17;Morelos
Huixtepec;MX;12;Guerrero
Huimanguillo;MX;27;Tabasco
San Juan Huiluco;MX;21;Puebla
Huiloapan de Cuauhtémoc;MX;30;Veracruz
Huilacapixtla;MX;21;Puebla
Huichihuayan;MX;24;San Luis Potosí
Huichapan;MX;13;Hidalgo
Huhi;MX;31;Yucatán
Hueytlalpan;MX;21;Puebla
Hueytamalco;MX;21;Puebla
Hueypoxtla;MX;15;México
Hueyotlipan;MX;29;Tlaxcala
Hueycantenango;MX;12;Guerrero
Hueyapan de Ocampo;MX;30;Veracruz
Hueyapan;MX;17;Morelos
Hueyapa;MX;13;Hidalgo
Huexotitla;MX;30;Veracruz
El Huexco;MX;24;San Luis Potosí
Huepalcalco (San Miguel);MX;17;Morelos
Huejutla de Reyes;MX;13;Hidalgo
Huejotzingo;MX;21;Puebla
Huejonapan;MX;21;Puebla
Huehuetoca;MX;15;México
Huehuetlán;MX;24;San Luis Potosí
Huehuetla;MX;13;Hidalgo
Huehuetla;MX;21;Puebla
Huehuetán;MX;05;Chiapas
Huazuntlán;MX;30;Veracruz
Huazulco;MX;17;Morelos
Huazantlán del Río;MX;20;Oaxaca
Huay-Pix;MX;23;Quintana Roo
Huayacocotla;MX;30;Veracruz
Huaxcaleca;MX;21;Puebla
Huautla de Jiménez;MX;21;Puebla
Huautla;MX;13;Hidalgo
Huauchinango;MX;21;Puebla
Huatusco;MX;30;Veracruz
Huatlatlauca;MX;21;Puebla
Huatecalco;MX;17;Morelos
Huasca de Ocampo;MX;13;Hidalgo
Huaquechula;MX;21;Puebla
Huamuxtitlán;MX;12;Guerrero
Hualahuises;MX;19;Nuevo León
Ciudad de Huajuapan de León;MX;20;Oaxaca
Huajoyuca;MX;21;Puebla
Huajintlán;MX;17;Morelos
Huajintepec;MX;20;Oaxaca
Huahuaxtla;MX;21;Puebla
Ex-Hacienda el Hospital;MX;17;Morelos
Hornitos;MX;30;Veracruz
Hopelchén;MX;04;Campeche
Hool;MX;04;Campeche
Honduras de la Sierra;MX;05;Chiapas
Homun;MX;31;Yucatán
Hoctun;MX;31;Yucatán
Hocaba;MX;31;Yucatán
Higuerillas;MX;22;Querétaro
Villa Hidalgo;MX;20;Oaxaca
Hidalgotitlán;MX;30;Veracruz
Hidalgo;MX;07;Coahuila
Hidalgo;MX;28;Tamaulipas
Hidalgo;MX;28;Tamaulipas
Hidalgo;MX;05;Chiapas
Hidalgo;MX;05;Chiapas
Hecelchakán;MX;04;Campeche
Hampolol;MX;04;Campeche
Halachó;MX;31;Yucatán
Hacienda Blanca;MX;20;Oaxaca
Gutiérrez Zamora;MX;30;Veracruz
Gutiérrez Zamora;MX;30;Veracruz
Guixé;MX;20;Oaxaca
Güémez;MX;28;Tamaulipas
Guaytalpa;MX;27;Tabasco
Guadalupe Victoria;MX;05;Chiapas
Guadalupe Victoria;MX;05;Chiapas
Guadalupe;MX;19;Nuevo León
Guadalupe Tlachco;MX;29;Tlaxcala
Guadalupe;MX;30;Veracruz
Guadalupe Santa Ana;MX;21;Puebla
Guadalupe Hidalgo;MX;20;Oaxaca
Guadalupe Grijalva;MX;05;Chiapas
Guadalupe;MX;05;Chiapas
Nuevo Juan del Grijalva;MX;05;Chiapas
General Treviño;MX;19;Nuevo León
Ciudad General Terán;MX;19;Nuevo León
Tancanhuitz;MX;24;San Luis Potosí
General Bravo;MX;19;Nuevo León
San Gabriel Azteca;MX;13;Hidalgo
Fuentezuelas;MX;22;Querétaro
Frontera Hidalgo;MX;05;Chiapas
Comalapa;MX;05;Chiapas
Frontera;MX;27;Tabasco
